id,text,aspect_term,aspect_category,polarity
834,a bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,ambience,negative
1968,i went to df for valentines day dinner.,Valentines Day dinner,anecdotes/miscellaneous,neutral
237,"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,food,positive
1583,i loved the shows.,SHOWS,ambience,positive
2370,"and i have been around the block, to say the very least.",,anecdotes/miscellaneous,neutral
2638,we could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,food,positive
838,the aesthetics of this place are like an airport lounge.,place,ambience,negative
3377,"then, get ripped on free box wine.",box wine,price,positive
2886,my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,food,anecdotes/miscellaneous,positive
2753,"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,service,negative
891,the food itself was just ok - nothing spectacular - but the service was awful.,service,service,negative
1469,the pizza is yummy and i like the atmoshpere.,atmoshpere,ambience,positive
3565,"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.",seats,anecdotes/miscellaneous,neutral
347,"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",menu,service,negative
1841,give it a try and enjoy.,,anecdotes/miscellaneous,positive
1691,good food.,food,food,positive
1545,...and that's saying a lot.,,anecdotes/miscellaneous,neutral
2117,"those rolls were big, but not good and sashimi wasn't fresh.",sashimi,food,negative
2593,"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",thin-crust pizza,food,positive
3671,the only thing i could get attention from was one of at least two cats running around that kept batting at my table.,,anecdotes/miscellaneous,negative
3384,if your into thai..you cannot miss this great restaurant.,,anecdotes/miscellaneous,positive
103,"going to ballato's is like coming home and eating in my own kitchen, an absolute delight!",,anecdotes/miscellaneous,positive
2076,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",lamb vindaloo,price,conflict
3056,"however, go for the ambience, and consider the food just a companion for a trip across the world!",food,food,negative
2713,i think this is one of the more underrated places in the city.,,anecdotes/miscellaneous,positive
824,for out-of-towners who will get a big thrill out of the location!,,anecdotes/miscellaneous,positive
962,everyone that has ever come here with me has become a convert and returned regularly with their own friends.,,anecdotes/miscellaneous,positive
1666,food was good not great not worth the wait or another visit,wait,service,negative
561,i go at least 3 times a month and have never been disappointed.,,anecdotes/miscellaneous,positive
138,"obviously the chinese translation of this place does not mean big wong, it actually means great prosperity.",,anecdotes/miscellaneous,neutral
1871,i think the restaurant was too loud (when full) to be romantic.,,ambience,negative
2631,"i have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",dinners,anecdotes/miscellaneous,positive
1979,"when you want a piece of beef, head on over.",beef,food,positive
2436,"delicate spices, onions, eggs and a kick-ass roti.",roti,food,positive
1384,incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,price,price,positive
2669,"i actually gave patroon another chance before writing this, but the second visit was even worse.",,anecdotes/miscellaneous,negative
3137,"also, if you don't want to sit at a certain table, you don't have to!",table,service,positive
2662,unbelievable.,,anecdotes/miscellaneous,positive
1071,a little pricey but it really hits the spot on a sunday morning!,,anecdotes/miscellaneous,positive
453,i've been living in the columbia university area for about 10 years with 3 kids - now in their teens.,,anecdotes/miscellaneous,neutral
3698,the menu has lots of options: i hope to go back to try those potato pancakes.,potato pancakes,food,positive
1167,as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,fried dumpling,anecdotes/miscellaneous,positive
3,"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",service,anecdotes/miscellaneous,positive
1457,"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",portions,food,positive
254,this restaurant was way overhyped.,,anecdotes/miscellaneous,negative
1530,i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,dining area,anecdotes/miscellaneous,negative
2997,delicious crab cakes too.,crab cakes,food,positive
1958,"now at the top of our list, del frisco's steakhouse.",,anecdotes/miscellaneous,positive
3415,i cannot imagine you not rushing out to eat there.,,anecdotes/miscellaneous,positive
36,this was the worst dining experience i've ever had.,dining experience,anecdotes/miscellaneous,negative
77,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,staff,service,positive
2087,just bring someone who speaks cantonese because waiter may not understand you.,waiter,service,negative
2617,i thought i had died and gone to heaven.,,anecdotes/miscellaneous,positive
1501,"not someplace i would seek to try out but if i am in the area again, i will certainly stop by.",,anecdotes/miscellaneous,neutral
540,the bruschetta and panini's are so yummy!,panini,food,positive
3150,"food was okay, nothing great.",Food,food,neutral
1799,every waitress and customer who passed by me bumped into my chair.,waitress,anecdotes/miscellaneous,negative
2143,i have been going there since it opened and i can't get enough.,,anecdotes/miscellaneous,positive
657,"always popular, always full, always a wait.",wait,ambience,conflict
2711,"in fact, you can't miss it.",,anecdotes/miscellaneous,positive
2238,i recently tried suan and i thought that it was great.,,anecdotes/miscellaneous,positive
575,a little noise but i think that was because of our party!,,ambience,conflict
1433,it is run by the same sichuan chef who started the chain in chinatown.,Sichuan chef,anecdotes/miscellaneous,neutral
2196,get the feeling they settled into a groove a while ago.,,anecdotes/miscellaneous,neutral
1200,"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",nori,food,negative
2833,"i can't wait for summer, when they serve outside on their gigantic patio.",patio,ambience,positive
3707,best pastrami i ever had and great portion without being ridiculous.,portion,food,positive
3267,"if you are someone who appreciates the same things but hope to have food to spare or share, kai may not be the best option.",food,food,neutral
